page_url,page_views,session_duration,bounce_rate,device_type,browser,operating_system,traffic_status
LoginUrl,2167,203,0.11,3,1,4,1
ContactorSupportUrl,1835,423,0.89,3,4,2,1
HomePageUrl,5975,220,0.99,3,1,2,0
LoginUrl,2328,15,0.12,1,2,2,1
HomePageUrl,8753,562,0.99,3,3,1,0
ProductUrl,4704,861,0.31,3,2,1,1
ContactorSupportUrl,2228,634,0.7,1,1,1,1
ProductUrl,1227,946,0.3,1,3,2,1
HomePageUrl,732,871,0.17,1,1,2,1
LoginUrl,8879,986,0.61,1,1,4,0
HomePageUrl,3106,954,0.78,3,1,4,1
ErrorPageUrl,2216,419,0.4,1,1,2,1
ProductUrl,8274,488,0.45,2,3,3,0
ErrorPageUrl,867,777,0.89,3,1,2,1
LoginUrl,8699,1,0.61,3,4,4,0
HomePageUrl,8130,670,0.33,2,3,4,0
HomePageUrl,2670,903,0.17,3,3,3,1
LoginUrl,1722,847,0.47,2,1,1,1
ProductUrl,7423,532,0.29,2,4,1,0
ProductUrl,2958,907,0.26,2,2,1,1
SubpageUrl,6447,781,0.44,1,2,1,0
ContactorSupportUrl,2501,957,0.35,1,4,4,1
HomePageUrl,6981,743,0.17,1,2,4,0
ContactorSupportUrl,2638,410,0.66,3,1,1,1
ContactorSupportUrl,8671,661,0.52,3,4,2,0
HomePageUrl,6000,638,0.86,2,4,4,0
SubpageUrl,5875,945,0.36,3,2,2,0
ProductUrl,3145,423,0.61,2,4,1,1
ProductUrl,8915,624,0.85,3,2,2,0
HomePageUrl,8100,317,0.77,3,1,2,0
ProductUrl,5572,882,0.4,2,3,1,0
ProductUrl,7600,642,0.83,1,3,3,0
ErrorPageUrl,87,278,0.94,2,3,3,1
ProductUrl,5487,240,0.45,2,1,4,0
ProductUrl,5497,689,0.1,3,4,3,0
SubpageUrl,1736,122,0.47,1,3,2,1
HomePageUrl,2759,361,0.55,2,2,3,1
LoginUrl,8813,971,0.93,3,1,2,0
SubpageUrl,7148,847,0.3,2,1,1,0
ErrorPageUrl,7843,635,0.52,3,1,3,0
HomePageUrl,4726,858,0.84,1,1,2,1
ErrorPageUrl,5815,812,0.61,3,1,3,0
ContactorSupportUrl,4065,627,0.29,3,4,3,1
ProductUrl,6500,370,0.55,2,3,2,0
SubpageUrl,1550,305,0.41,3,2,4,1
ContactorSupportUrl,5404,34,0.21,1,3,2,0
LoginUrl,2273,460,0.81,1,1,2,1
SubpageUrl,3417,49,0.34,1,4,3,1
SubpageUrl,3075,1,0.15,1,2,3,1
ErrorPageUrl,5146,968,0.32,1,4,1,0
HomePageUrl,4772,950,0.91,2,4,2,0
SubpageUrl,2763,647,1.0,1,4,3,1
ContactorSupportUrl,1884,144,0.14,1,1,3,1
LoginUrl,8802,925,0.38,3,4,1,0
LoginUrl,6309,248,0.87,3,3,3,0
ProductUrl,4376,748,0.45,1,1,4,1
ContactorSupportUrl,3058,563,0.51,2,4,3,1
SubpageUrl,5566,830,0.77,3,2,3,0
HomePageUrl,860,196,0.51,3,2,2,1
HomePageUrl,5235,712,0.28,3,2,2,0
SubpageUrl,813,259,0.43,2,2,2,1
HomePageUrl,386,835,0.99,1,2,1,1
ContactorSupportUrl,473,5,0.15,1,3,2,1
SubpageUrl,6220,224,0.29,3,1,4,0
ErrorPageUrl,9655,684,0.43,3,1,4,0
ContactorSupportUrl,7384,352,0.47,2,1,1,0
HomePageUrl,9901,639,0.43,1,2,4,0
ProductUrl,1075,76,0.88,2,2,4,1
HomePageUrl,6709,678,0.15,2,4,2,0
ContactorSupportUrl,1627,300,1.0,2,1,3,1
ContactorSupportUrl,3829,17,0.39,2,3,2,1
ProductUrl,546,78,0.72,1,1,2,1
ErrorPageUrl,4492,643,0.27,1,1,1,1
LoginUrl,5374,727,0.89,1,2,1,0
ContactorSupportUrl,7929,105,0.24,3,2,3,0
SubpageUrl,1565,280,0.48,3,3,2,1
ContactorSupportUrl,4689,597,0.27,1,4,2,1
LoginUrl,3693,750,0.32,2,2,3,1
ErrorPageUrl,5375,717,0.72,1,2,4,0
ErrorPageUrl,4053,344,0.82,1,4,2,1
ContactorSupportUrl,8657,212,0.95,1,1,1,0
LoginUrl,3640,596,0.54,3,2,1,1
LoginUrl,4584,891,0.28,3,3,1,1
HomePageUrl,4603,578,0.65,1,4,3,1
HomePageUrl,3297,139,0.85,3,3,3,1
ErrorPageUrl,7357,454,0.2,3,3,1,0
ErrorPageUrl,3027,434,0.6,1,3,1,1
LoginUrl,3316,816,0.6,3,3,1,1
ProductUrl,6177,18,0.99,1,4,4,0
ErrorPageUrl,7728,646,0.78,1,4,3,0
ProductUrl,338,205,1.0,3,1,2,1
ContactorSupportUrl,5994,616,0.29,1,4,3,0
LoginUrl,3850,680,0.26,3,1,3,1
LoginUrl,223,817,0.87,1,4,3,1
SubpageUrl,5256,994,0.11,3,4,3,0
ErrorPageUrl,4010,39,0.78,2,1,3,1
SubpageUrl,8593,519,0.26,3,1,3,0
ProductUrl,2320,113,0.98,3,2,3,1
ProductUrl,5547,435,0.88,3,1,1,0
ErrorPageUrl,7487,132,0.83,1,4,4,0
ContactorSupportUrl,6662,639,0.48,2,4,4,0
LoginUrl,3206,69,0.4,1,1,3,1
ProductUrl,2263,903,0.57,3,4,1,1
ContactorSupportUrl,5381,31,0.9,3,1,2,0
HomePageUrl,5671,213,0.3,3,3,1,0
SubpageUrl,2992,449,0.74,3,3,1,1
HomePageUrl,4759,9,0.61,2,3,4,1
ProductUrl,2914,980,0.54,2,3,3,1
LoginUrl,7702,549,0.51,3,3,2,0
ContactorSupportUrl,9887,262,0.26,1,1,2,0
ProductUrl,8926,84,0.57,2,2,3,0
ErrorPageUrl,7916,51,0.24,1,3,1,0
LoginUrl,1238,862,0.17,1,4,2,1
ContactorSupportUrl,8326,254,0.24,3,2,1,0
ContactorSupportUrl,8731,313,0.74,2,4,1,0
HomePageUrl,4562,513,0.29,3,1,4,1
HomePageUrl,988,892,0.63,2,4,2,1
ErrorPageUrl,5095,498,0.86,3,3,1,0
LoginUrl,6614,133,0.63,2,3,4,0
HomePageUrl,8531,820,0.94,2,4,1,0
HomePageUrl,400,190,0.5,2,4,3,1
LoginUrl,9777,729,0.32,2,2,1,0
ProductUrl,2898,406,0.3,1,2,2,1
ProductUrl,4807,268,0.81,1,1,2,1
ContactorSupportUrl,4396,166,0.76,2,2,3,1
ProductUrl,1445,772,0.61,2,1,4,1
ContactorSupportUrl,3851,578,0.5,2,3,1,1
HomePageUrl,6806,25,0.99,1,4,2,0
LoginUrl,7246,229,1.0,2,4,2,0
HomePageUrl,6221,897,0.83,2,1,2,0
LoginUrl,5683,752,0.36,1,2,3,0
ProductUrl,2661,811,0.8,2,4,1,1
LoginUrl,6850,485,0.82,3,1,3,0
ErrorPageUrl,7306,510,0.51,1,1,4,0
HomePageUrl,7572,340,0.39,2,4,3,0
SubpageUrl,4333,263,0.93,3,3,2,1
ErrorPageUrl,903,330,0.98,3,2,4,1
HomePageUrl,3841,313,0.27,3,3,4,1
ProductUrl,9650,771,0.51,2,2,3,0
LoginUrl,9294,449,0.47,3,1,3,0
HomePageUrl,7471,513,0.19,3,4,4,0
SubpageUrl,3946,267,0.53,2,4,1,1
ErrorPageUrl,4949,203,0.18,1,2,2,1
ProductUrl,6531,14,0.81,2,1,4,0
ProductUrl,2891,88,0.61,2,1,3,1
HomePageUrl,6974,796,0.93,1,2,1,0
ProductUrl,64,958,0.24,1,3,4,1
ErrorPageUrl,1183,392,0.96,1,3,3,1
SubpageUrl,706,48,0.98,1,1,4,1
LoginUrl,1814,473,0.11,2,3,1,1
SubpageUrl,836,783,0.54,2,2,3,1
HomePageUrl,3951,758,0.32,2,3,1,1
LoginUrl,8909,480,0.56,2,3,1,0
LoginUrl,7138,611,0.73,2,4,4,0
ProductUrl,732,835,0.73,2,1,2,1
ErrorPageUrl,9483,269,0.14,3,2,4,0
ProductUrl,2694,253,0.98,3,4,1,1
LoginUrl,4554,205,0.94,2,1,4,1
ErrorPageUrl,6083,368,0.72,2,2,2,0
ContactorSupportUrl,8809,408,0.16,3,2,3,0
ProductUrl,8532,520,0.56,2,2,4,0
LoginUrl,253,248,0.42,3,3,4,1
LoginUrl,1215,942,0.68,1,4,2,1
SubpageUrl,7818,854,0.66,2,2,1,0
LoginUrl,5449,339,0.8,1,3,3,0
LoginUrl,4127,883,0.74,3,1,1,1
HomePageUrl,2662,314,0.17,2,2,3,1
ProductUrl,7073,622,0.31,3,2,4,0
LoginUrl,7052,993,0.46,2,2,1,0
HomePageUrl,9166,860,0.84,1,3,2,0
LoginUrl,2267,78,0.39,2,3,2,1
SubpageUrl,3898,513,0.57,1,1,2,1
SubpageUrl,1986,721,0.75,3,1,3,1
ProductUrl,638,84,0.25,2,2,1,1
ProductUrl,7054,883,0.85,2,4,1,0
LoginUrl,4004,14,0.96,1,2,2,1
ErrorPageUrl,646,416,0.72,1,4,4,1
LoginUrl,2994,211,0.49,3,1,3,1
ContactorSupportUrl,7136,696,0.33,3,4,4,0
ProductUrl,1578,715,0.18,2,3,2,1
ErrorPageUrl,4118,938,0.84,3,1,2,1
ContactorSupportUrl,9495,698,0.82,1,1,3,0
ContactorSupportUrl,8057,438,0.87,1,2,4,0
HomePageUrl,8024,142,0.29,1,1,2,0
ErrorPageUrl,2009,360,0.5,3,3,4,1
LoginUrl,7394,668,0.21,3,4,3,0
LoginUrl,9877,287,0.86,2,1,2,0
HomePageUrl,7045,340,0.22,3,4,1,0
LoginUrl,5564,449,0.11,2,1,3,0
SubpageUrl,4638,803,0.15,3,2,4,1
ProductUrl,6875,889,0.99,2,1,1,0
ContactorSupportUrl,763,312,0.54,3,1,3,1
ProductUrl,5273,928,0.59,3,1,2,0
ContactorSupportUrl,8882,684,0.92,1,4,3,0
ErrorPageUrl,2750,459,0.45,2,4,3,1
SubpageUrl,6285,520,0.83,2,1,3,0
SubpageUrl,6062,496,0.57,2,3,1,0
ProductUrl,3918,432,0.2,3,3,4,1
SubpageUrl,2651,755,0.22,1,3,1,1
SubpageUrl,3969,826,0.14,1,1,3,1
HomePageUrl,5263,118,0.41,2,2,1,1
ProductUrl,7935,815,0.81,3,3,2,0
ProductUrl,170,517,0.77,2,2,3,1
HomePageUrl,5550,216,0.48,3,3,2,0
ErrorPageUrl,9156,436,0.91,3,1,2,0
ErrorPageUrl,3866,480,0.96,1,1,2,1
SubpageUrl,8200,927,0.7,1,3,2,0
ContactorSupportUrl,8324,862,0.56,2,2,1,0
HomePageUrl,3073,732,0.75,3,1,2,1
ProductUrl,4962,949,0.2,3,3,1,0
HomePageUrl,4458,239,0.64,3,1,1,1
ContactorSupportUrl,582,900,0.65,3,3,1,1
ContactorSupportUrl,1891,92,0.59,3,4,2,1
HomePageUrl,4739,7,0.49,1,4,1,1
ContactorSupportUrl,856,913,0.11,2,3,4,1
HomePageUrl,9686,379,0.61,1,2,4,0
ContactorSupportUrl,8147,580,0.73,1,4,1,0
ProductUrl,9571,317,0.16,3,1,3,0
LoginUrl,9969,763,0.45,3,2,4,0
SubpageUrl,9308,239,0.3,3,2,2,0
HomePageUrl,9446,48,0.58,2,1,1,0
SubpageUrl,407,64,0.72,1,2,1,1
ErrorPageUrl,5225,917,0.33,3,4,2,0
ProductUrl,2523,355,0.53,3,3,2,1
ContactorSupportUrl,2834,58,0.33,2,4,1,1
HomePageUrl,1657,726,0.81,2,3,3,1
LoginUrl,6021,150,0.5,2,3,3,0
LoginUrl,5316,818,1.0,1,1,4,0
ErrorPageUrl,3308,185,1.0,1,1,4,1
LoginUrl,7645,922,0.18,3,1,1,0
ProductUrl,1789,408,0.6,3,3,4,1
ProductUrl,3393,245,0.46,1,2,2,1
ContactorSupportUrl,8614,592,0.71,3,4,2,0
ProductUrl,3657,314,0.54,3,3,2,1
LoginUrl,4409,465,0.55,2,3,3,1
SubpageUrl,3763,636,0.67,2,3,4,1
SubpageUrl,2442,232,0.61,3,4,4,1
HomePageUrl,4567,242,0.79,3,3,3,1
ErrorPageUrl,8053,99,0.41,2,1,1,0
SubpageUrl,4584,930,0.46,2,2,2,1
ErrorPageUrl,569,685,0.76,1,1,4,1
ProductUrl,4045,811,0.75,3,3,2,1
ProductUrl,5545,69,0.24,3,1,4,0
ContactorSupportUrl,5910,700,0.87,1,1,2,0
SubpageUrl,4778,969,0.4,3,3,1,0
SubpageUrl,2221,487,0.98,3,1,2,1
HomePageUrl,348,339,0.56,1,4,3,1
ContactorSupportUrl,9179,586,0.3,3,4,1,0
LoginUrl,8342,169,0.3,1,1,1,0
SubpageUrl,3677,472,0.78,2,1,3,1
LoginUrl,8527,227,0.94,1,3,1,0
ContactorSupportUrl,2828,202,0.47,3,3,3,1
ContactorSupportUrl,1136,753,0.39,1,1,2,1
ProductUrl,1879,568,0.33,1,3,3,1
SubpageUrl,1004,688,0.2,2,1,1,1
HomePageUrl,2736,816,0.43,1,4,1,1
ErrorPageUrl,3412,209,0.37,3,4,4,1
LoginUrl,434,436,0.43,1,2,1,1
ErrorPageUrl,9542,516,0.23,3,2,1,0
HomePageUrl,3817,94,0.32,1,1,1,1
LoginUrl,3396,231,0.98,2,3,4,1
ContactorSupportUrl,6197,358,1.0,3,1,3,0
ContactorSupportUrl,1270,818,0.43,3,4,3,1
ContactorSupportUrl,7912,858,0.87,3,2,3,0
LoginUrl,5339,586,0.43,3,4,4,0
ContactorSupportUrl,2861,762,0.8,3,4,2,1
SubpageUrl,8077,149,0.57,2,2,1,0
ContactorSupportUrl,1261,945,0.72,1,2,3,1
HomePageUrl,6748,438,0.78,2,1,1,0
LoginUrl,6703,785,0.96,3,3,1,0
ProductUrl,2691,270,0.6,1,2,4,1
HomePageUrl,4541,981,0.84,3,1,2,1
ErrorPageUrl,7387,70,0.74,2,4,1,0
ErrorPageUrl,1174,502,0.78,3,1,4,1
ErrorPageUrl,259,638,0.43,3,4,4,1
ProductUrl,8114,857,0.9,3,4,4,0
SubpageUrl,1764,596,0.82,1,2,1,1
SubpageUrl,5529,231,0.39,1,2,4,0
HomePageUrl,3733,244,0.35,2,1,1,1
ErrorPageUrl,405,9,0.15,3,4,3,1
HomePageUrl,1277,286,0.89,3,4,3,1
HomePageUrl,151,899,0.34,2,3,4,1
ContactorSupportUrl,396,616,0.89,1,1,2,1
LoginUrl,3862,208,0.39,3,1,4,1
ErrorPageUrl,4184,354,0.44,1,4,1,1
LoginUrl,4776,525,0.3,2,2,1,1
ProductUrl,8787,521,0.29,2,2,2,0
HomePageUrl,1850,235,0.3,1,2,1,1
LoginUrl,1763,605,0.94,3,4,4,1
SubpageUrl,259,480,0.8,1,1,1,1
SubpageUrl,7097,480,0.27,1,1,1,0
ContactorSupportUrl,7255,735,0.34,1,3,3,0
ProductUrl,9627,457,0.71,1,1,4,0
ProductUrl,9294,324,0.38,3,4,4,0
HomePageUrl,723,702,0.85,1,2,1,1
SubpageUrl,246,437,0.76,2,2,1,1
SubpageUrl,4465,912,0.58,2,2,1,1
ContactorSupportUrl,8422,30,0.72,3,2,1,0
HomePageUrl,8924,858,0.1,2,3,3,0
ErrorPageUrl,3635,729,0.14,1,4,3,1
ContactorSupportUrl,4784,14,0.42,3,3,2,1
ErrorPageUrl,2623,778,0.66,3,2,4,1
ContactorSupportUrl,4090,768,0.97,1,3,4,1
ContactorSupportUrl,3262,246,0.43,1,3,2,1
HomePageUrl,1049,560,0.41,1,3,3,1
HomePageUrl,5818,942,0.34,3,1,2,0
ErrorPageUrl,3571,642,0.38,1,4,4,1
ContactorSupportUrl,7152,447,0.14,3,1,4,0
LoginUrl,719,265,0.57,3,2,4,1
ErrorPageUrl,5728,219,0.63,1,3,2,0
ProductUrl,529,734,0.37,2,4,2,1
ProductUrl,6753,639,0.99,1,2,2,0
SubpageUrl,8954,818,1.0,1,2,2,0
SubpageUrl,7982,150,0.39,3,4,3,0
ContactorSupportUrl,7148,250,0.97,2,4,2,0
SubpageUrl,3463,22,0.4,2,1,2,1
ContactorSupportUrl,8053,934,0.51,1,4,2,0
ContactorSupportUrl,321,965,0.96,3,3,1,1
ErrorPageUrl,6908,574,0.62,2,1,1,0
HomePageUrl,6137,168,0.64,1,3,3,0
ContactorSupportUrl,4666,227,0.78,1,4,2,1
ErrorPageUrl,1346,42,0.54,3,3,3,1
ErrorPageUrl,7633,118,0.62,2,1,4,0
LoginUrl,1237,520,0.75,2,2,4,1
ProductUrl,13,403,0.58,1,3,2,1
HomePageUrl,3061,260,0.23,1,4,4,1
HomePageUrl,2485,730,0.34,2,3,4,1
HomePageUrl,6170,169,0.99,2,1,1,0
ErrorPageUrl,9933,91,0.55,3,3,1,0
LoginUrl,2747,478,0.34,1,3,4,1
SubpageUrl,4084,80,0.13,2,4,2,1
HomePageUrl,179,137,0.17,3,1,3,1
ErrorPageUrl,8471,954,0.3,3,3,2,0
SubpageUrl,3954,308,0.52,1,4,1,1
SubpageUrl,3087,273,0.86,2,4,4,1
ContactorSupportUrl,2897,50,0.89,3,4,1,1
ProductUrl,2256,79,0.37,2,3,4,1
ProductUrl,2468,499,0.69,3,3,1,1
HomePageUrl,6440,934,0.48,3,3,2,0
LoginUrl,8833,547,0.86,1,2,3,0
SubpageUrl,7353,964,0.56,3,1,3,0
ContactorSupportUrl,4892,578,0.63,3,1,3,1
SubpageUrl,452,191,0.49,1,2,3,1
ContactorSupportUrl,920,452,0.95,1,1,2,1
SubpageUrl,5545,109,0.64,3,1,4,0
SubpageUrl,9899,901,0.42,1,1,2,0
LoginUrl,9647,886,0.57,2,4,3,0
LoginUrl,4397,678,0.21,3,1,2,1
LoginUrl,8405,871,0.2,2,4,4,0
ContactorSupportUrl,7903,509,0.54,2,3,3,0
HomePageUrl,6594,438,0.11,1,3,4,0
HomePageUrl,9435,504,0.64,1,4,3,0
SubpageUrl,3304,700,0.74,1,3,4,1
ProductUrl,9450,731,0.42,1,1,4,0
HomePageUrl,1044,792,0.21,2,4,4,1
SubpageUrl,7784,9,0.38,1,1,2,0
ContactorSupportUrl,1838,716,0.84,3,3,3,1
LoginUrl,7880,181,0.4,3,2,4,0
ContactorSupportUrl,9913,390,0.48,3,4,4,0
SubpageUrl,5985,396,0.36,3,4,4,0
ErrorPageUrl,26,106,0.72,1,1,2,1
LoginUrl,1079,1,0.31,1,4,1,1
ContactorSupportUrl,8998,132,0.52,1,4,1,0
ProductUrl,2312,583,0.23,2,3,4,1
ProductUrl,9054,332,0.69,1,2,4,0
ErrorPageUrl,7331,399,0.6,1,3,1,0
LoginUrl,5348,397,0.11,3,3,2,0
ProductUrl,148,464,0.32,2,4,4,1
ContactorSupportUrl,5703,324,0.56,3,1,1,0
LoginUrl,9198,369,0.37,2,3,4,0
ErrorPageUrl,5404,123,0.6,1,2,1,0
ErrorPageUrl,3113,899,0.19,1,4,2,1
SubpageUrl,1450,272,0.73,2,1,4,1
LoginUrl,9478,165,0.21,3,4,4,0
ContactorSupportUrl,1625,879,0.94,3,3,4,1
HomePageUrl,9637,179,0.36,3,4,1,0
LoginUrl,7870,951,0.85,1,2,1,0
SubpageUrl,7613,658,0.55,3,1,3,0
ContactorSupportUrl,8834,743,0.41,2,2,1,0
LoginUrl,216,48,0.95,2,3,3,1
ContactorSupportUrl,7607,480,0.3,3,2,1,0
ProductUrl,9233,243,0.98,3,3,1,0
ContactorSupportUrl,2858,475,0.4,2,2,4,1
LoginUrl,1357,522,0.72,1,4,3,1
ProductUrl,7036,238,0.9,3,2,4,0
ErrorPageUrl,6171,823,0.56,1,3,3,0
ProductUrl,8864,994,0.22,1,4,1,0
ProductUrl,5964,467,0.81,1,4,2,0
ProductUrl,3752,226,0.13,1,1,4,1
HomePageUrl,8794,694,0.65,1,1,4,0
LoginUrl,4874,918,0.2,2,2,1,0
SubpageUrl,457,959,0.37,3,4,1,1
HomePageUrl,5249,845,0.26,2,2,4,0
ProductUrl,3302,603,0.33,2,1,1,1
ProductUrl,6561,596,0.18,1,3,2,0
LoginUrl,6344,363,0.82,3,3,2,0
LoginUrl,5422,750,0.27,3,2,2,0
LoginUrl,5723,443,0.62,3,3,2,0
LoginUrl,4499,779,0.9,3,1,4,1
LoginUrl,2875,433,0.41,3,1,1,1
ProductUrl,6163,43,0.79,1,1,3,0
ProductUrl,9799,861,0.18,2,3,1,0
HomePageUrl,1272,466,0.41,1,1,3,1
SubpageUrl,8726,732,0.22,1,1,3,0
ContactorSupportUrl,3923,887,0.88,2,3,4,1
ErrorPageUrl,5047,850,0.25,3,2,4,0
ContactorSupportUrl,9703,288,0.12,3,4,4,0
HomePageUrl,8038,171,0.94,1,1,2,0
SubpageUrl,9550,528,0.3,1,4,2,0
LoginUrl,1798,785,0.7,3,1,2,1
LoginUrl,7390,250,0.39,2,1,3,0
ErrorPageUrl,1108,993,0.43,3,1,2,1
SubpageUrl,4436,880,0.78,2,4,1,1
LoginUrl,5891,127,0.52,2,4,4,0
ProductUrl,2880,92,0.72,3,1,4,1
HomePageUrl,4668,960,0.31,1,4,2,1
ErrorPageUrl,4933,860,0.65,2,4,1,0
HomePageUrl,6157,573,0.14,2,1,4,0
ProductUrl,614,763,0.11,1,4,2,1
HomePageUrl,3223,258,0.75,3,1,2,1
HomePageUrl,4250,588,0.14,3,3,1,1
ProductUrl,5609,259,0.37,1,2,2,0
HomePageUrl,1389,893,0.75,2,1,1,1
LoginUrl,3170,899,0.82,3,1,4,1
SubpageUrl,4498,876,0.91,2,4,3,1
ContactorSupportUrl,924,361,0.25,2,2,3,1
ErrorPageUrl,930,85,0.96,3,4,2,1
HomePageUrl,2305,584,0.27,3,4,1,1
ContactorSupportUrl,2485,257,0.34,1,1,3,1
ContactorSupportUrl,3947,220,0.53,2,2,1,1
SubpageUrl,1786,927,0.89,2,2,1,1
ErrorPageUrl,9987,230,0.5,1,4,1,0
ErrorPageUrl,8263,96,0.87,2,1,4,0
HomePageUrl,9734,963,0.83,2,4,3,0
SubpageUrl,5592,970,0.92,3,2,2,0
ErrorPageUrl,6589,930,0.73,3,3,4,0
LoginUrl,8879,669,0.24,3,1,4,0
HomePageUrl,5760,857,0.49,1,3,1,0
SubpageUrl,5751,151,0.62,1,2,1,0
ErrorPageUrl,8812,559,0.49,2,2,1,0
ErrorPageUrl,2297,19,0.76,3,4,1,1
HomePageUrl,7696,244,0.8,2,3,4,0
SubpageUrl,5895,584,0.8,1,2,3,0
ErrorPageUrl,5429,864,0.12,2,2,3,0
SubpageUrl,469,198,0.11,3,1,4,1
SubpageUrl,650,244,0.8,3,3,1,1
LoginUrl,5016,258,0.8,3,4,3,1
SubpageUrl,4862,309,0.23,3,1,4,1
LoginUrl,8990,395,0.88,3,4,3,0
SubpageUrl,5396,870,0.12,2,1,2,0
SubpageUrl,6405,304,0.42,2,4,4,0
ContactorSupportUrl,2601,191,0.22,3,4,2,1
HomePageUrl,8537,754,0.87,3,4,2,0
ContactorSupportUrl,7837,782,0.87,2,4,2,0
LoginUrl,3982,260,0.17,3,2,1,1
ContactorSupportUrl,2819,131,0.89,2,4,1,1
SubpageUrl,8598,602,0.75,1,3,3,0
ProductUrl,6613,555,0.7,3,2,4,0
ErrorPageUrl,3979,270,0.55,1,4,3,1
LoginUrl,1913,749,0.78,1,1,1,1
ProductUrl,5863,23,0.5,1,1,4,0
SubpageUrl,3331,371,0.35,1,2,3,1
HomePageUrl,55,383,0.27,2,4,3,1
ContactorSupportUrl,3161,420,0.17,1,2,3,1
HomePageUrl,9010,834,0.29,2,4,3,0
ProductUrl,330,891,0.81,1,4,4,1
LoginUrl,9135,526,0.65,1,4,3,0
ContactorSupportUrl,5624,981,0.18,2,3,3,0
SubpageUrl,4058,14,0.85,3,2,3,1
ProductUrl,8591,298,0.48,3,3,4,0
HomePageUrl,4913,631,0.7,3,4,4,1
ProductUrl,7141,678,0.98,3,3,4,0
SubpageUrl,6384,87,0.37,2,2,3,0
ContactorSupportUrl,2329,288,0.62,1,4,3,1
HomePageUrl,3634,859,0.65,1,1,2,1
ContactorSupportUrl,8808,582,0.75,1,3,2,0
ErrorPageUrl,5698,570,0.11,2,3,2,0
ContactorSupportUrl,5585,742,0.62,3,2,1,0
ErrorPageUrl,2932,459,0.76,2,4,4,1
ContactorSupportUrl,5948,985,0.86,2,4,1,0
HomePageUrl,7048,798,0.49,1,1,4,0
SubpageUrl,5929,851,0.63,2,2,4,0
LoginUrl,7823,607,0.25,1,3,1,0
ProductUrl,7454,851,0.81,2,3,3,0
SubpageUrl,5693,826,0.36,1,1,4,0
ProductUrl,7663,587,0.47,3,4,4,0
ErrorPageUrl,2625,6,0.61,1,3,2,1
LoginUrl,3842,515,0.23,3,1,4,1
LoginUrl,3258,440,0.95,1,2,3,1
HomePageUrl,1735,541,0.44,1,1,3,1
ContactorSupportUrl,1524,541,0.33,1,3,1,1
LoginUrl,8919,721,0.76,1,3,4,0
ContactorSupportUrl,2070,120,0.26,3,2,4,1
ErrorPageUrl,1434,914,0.77,1,2,2,1
HomePageUrl,8812,916,0.61,1,1,1,0
ErrorPageUrl,4005,891,0.15,2,4,2,1
HomePageUrl,5489,841,0.35,1,3,1,0
HomePageUrl,9127,686,0.3,1,1,2,0
SubpageUrl,161,857,0.26,3,4,4,1
ContactorSupportUrl,7937,482,0.98,1,4,4,0
SubpageUrl,6037,637,0.16,3,4,2,0
LoginUrl,8034,763,0.65,3,4,2,0
LoginUrl,2637,141,0.46,2,2,1,1
ProductUrl,600,892,0.21,3,2,3,1
ErrorPageUrl,8893,549,0.88,1,2,2,0
ErrorPageUrl,503,235,0.98,1,1,3,1
HomePageUrl,3715,45,0.27,3,1,3,1
SubpageUrl,3917,667,0.8,3,4,2,1
SubpageUrl,5740,778,0.86,2,4,2,0
HomePageUrl,7747,790,0.97,2,3,1,0
SubpageUrl,5575,841,0.19,1,2,1,0
ContactorSupportUrl,4660,778,0.84,1,2,1,1
LoginUrl,976,633,0.76,2,2,1,1
ProductUrl,146,546,0.3,1,1,2,1
SubpageUrl,8126,945,0.15,1,1,3,0
SubpageUrl,9376,628,0.92,3,3,2,0
ErrorPageUrl,6349,487,0.52,1,4,4,0
ErrorPageUrl,9954,522,0.46,1,2,1,0
HomePageUrl,9370,94,0.88,2,2,1,0
SubpageUrl,9067,723,0.97,1,4,1,0
SubpageUrl,6288,473,0.97,3,2,2,0
SubpageUrl,2497,509,0.74,2,1,3,1
ProductUrl,9232,462,0.67,1,1,1,0
HomePageUrl,1394,519,0.76,3,1,4,1
HomePageUrl,2570,651,0.31,1,4,2,1
HomePageUrl,6407,303,0.65,2,1,4,0
ContactorSupportUrl,1634,741,0.12,1,4,2,1
HomePageUrl,8104,876,0.93,3,3,1,0
LoginUrl,7449,8,0.3,3,4,2,0
LoginUrl,8360,41,0.4,2,4,2,0
LoginUrl,799,438,0.75,3,3,4,1
LoginUrl,7332,58,0.74,2,2,3,0
HomePageUrl,8462,604,0.59,3,2,1,0
SubpageUrl,9237,308,0.7,2,4,1,0
ContactorSupportUrl,7695,168,0.43,1,3,1,0
LoginUrl,2236,850,0.73,2,3,4,1
ErrorPageUrl,2508,909,0.33,2,4,1,1
HomePageUrl,913,872,0.83,2,2,1,1
HomePageUrl,3678,278,0.33,1,1,1,1
ProductUrl,1219,776,0.33,2,1,2,1
ProductUrl,7499,375,0.81,2,2,1,0
ProductUrl,9382,140,0.79,3,1,4,0
ContactorSupportUrl,6493,46,0.5,1,4,3,0
HomePageUrl,6209,437,0.53,2,1,2,0
HomePageUrl,7027,724,0.77,3,3,1,0
ProductUrl,8948,743,0.16,2,2,4,0
ErrorPageUrl,6345,301,0.79,2,3,4,0
ProductUrl,87,801,0.83,3,2,2,1
SubpageUrl,5536,249,0.4,2,3,2,0
HomePageUrl,5456,158,0.72,3,2,1,0
ErrorPageUrl,4782,267,0.96,2,2,1,1
